Scenario,Thought,Distortion Type,label
"Bố bạn qua đời, bạn rất đau buồn.","Chuyện này lại rơi vào tôi, tôi nghi ngờ liệu đây có phải là số phận trừng phạt tôi vì đã thờ ơ với bố trước đây không.",Personalization,1
"Bạn cố gắng học tập, ban đầu kỳ vọng sẽ đạt điểm cao, nhưng bạn chỉ vừa đủ điểm đỗ.","Cố gắng như vậy cũng không có thành quả, cuộc đời tôi sẽ không có tương lai.",All-or-Nothing Thinking,1
"Bạn cảm thấy rất khó tập trung, hiệu quả học tập cũng rất thấp, cả ngày đầu óc trống rỗng.","Chắc là gần đây có quá nhiều chuyện phiền muộn, tôi không thể học hành tử tế được nữa.",Non-distorted,0
"Bạn chuẩn bị tranh cử chức chủ tịch câu lạc bộ, bạn rất cố gắng chuẩn bị tất cả mọi thứ, mọi người xung quanh đều nghĩ bạn có thể trúng cử, nhưng cuối cùng bạn không may thất cử.","Vẫn là do tôi thể hiện quá tệ, nên mới không thành công.",Personalization,1
"Đột nhiên thức dậy lúc ba giờ sáng, bạn vẫn cảm thấy rất buồn ngủ, công việc ngày mai có thể bị ảnh hưởng.","Cảm thấy buồn ngủ quá, ban ngày có thể sẽ rất khó chịu.",Non-distorted,0
"Gần đây bạn không về nhà qua đêm, bố bạn tìm bạn nói chuyện, giọng nói có vẻ kích động và tức giận.","Tôi đã làm bố tức giận, tất cả những gì tôi làm đều không được.",All-or-Nothing Thinking,1
"Bạn và đồng nghiệp làm việc cùng nhau, bạn cảm thấy gánh nặng của mình nặng hơn, gánh nặng của họ nhẹ hơn.","Đồng nghiệp chỉ coi tôi là thực tập sinh, không biết gì cả, giao nhiều việc cho tôi làm, họ thì ung dung. Rõ ràng lương như nhau, mà tôi lại phải làm nhiều việc thế này!",Mind Reading,1
"Thấy bạn cần ô, khi nhắn tin riêng thì được báo là đã mượn được rồi.",Tôi là một người vô dụng với tất cả mọi người.,Labeling and Mislabeling,1
Người khác nói bạn trông không được khỏe như thể họ nợ tiền bạn.,"Tôi muốn điều chỉnh, nhưng tôi thực sự không vui, tôi không muốn giả vờ.",Non-distorted,0
"Điểm của tôi không tiến bộ, bố nhìn thấy tôi liền sa sầm mặt không nói gì.","Tất cả là lỗi của tôi, là do tôi không học hành tử tế nên mới làm bố không vui.",Personalization,1
"Mong muốn tụ tập ăn uống với bạn bè, nhưng bị bạn bè từ chối với lý do có việc, nhưng sau đó lại tình cờ gặp anh ta đang đi dạo trên phố.","Ngay cả những người bạn thân nhất cũng nói dối tôi, xung quanh tôi còn ai thật lòng với tôi nữa.",Emotional Reasoning,1
Gần đây có hiện tượng mất ngủ vào ban đêm.,"Có lẽ tôi cần nghỉ ngơi và thư giãn một chút, thử uống một số đồ uống giúp ngủ ngon, tập thể dục nhiều hơn. Nhưng tôi chắc chắn không làm được, tôi luôn tự làm mình thất vọng vào những thời điểm quan trọng.",All-or-Nothing Thinking,1
"Khi bạn giáo dục con cái, con cái bắt đầu cãi lại, bày tỏ ý kiến của mình, thậm chí công khai chống đối bạn.","Con cái bắt đầu lớn dần, có lẽ tôi cần điều chỉnh phương pháp giáo dục của mình.",Non-distorted,0
"Sáng ngủ dậy, định ngủ thêm một lúc, dậy thì thấy đã muộn.","Tôi đúng là một người cực kỳ lười biếng, tôi không xứng đáng là một nhân viên xuất sắc.",Labeling and Mislabeling,1
"Khi bạn chuẩn bị mọi thứ sẵn sàng để rời nhà, mẹ bạn lại mắc bệnh nặng, trong nhà luôn xảy ra chuyện gì đó khiến bạn không dám rời nhà ra ngoài lập nghiệp.","Mẹ chắc chắn là không muốn tôi đi làm ăn xa, muốn giữ tôi lại bên cạnh nên mới cố tình như vậy.",Mind Reading,1
"Bạn đang trong quá trình giảm cân, nhưng bạn đã lén ăn một miếng bánh quy, bạn rất hối hận.","Nhìn thân hình và khẩu vị như lợn của tôi, khi nhìn thấy thân hình hoàn hảo của người khác, tôi luôn cảm thấy mình thật thất bại.",All-or-Nothing Thinking,1
"Bạn phát hiện ra bạn bè của mình dường như đều đã tìm được bạn đời, nhưng bạn vẫn một mình.","Họ yêu đương xong thì trong lòng trong mắt chỉ có cái anh bạn trai vô dụng kia, còn chỗ nào cho tôi nữa?",Mind Reading,1
"Sáng ngủ dậy, định ngủ thêm một lúc, dậy thì thấy đã muộn.","Ngủ nướng hại người, lần sau tôi tuyệt đối tuyệt đối không ngủ nướng nữa.",Non-distorted,0
"Nói là đi chơi cùng nhau, nhưng bạn lại bị cho leo cây.","Dù cố gắng thế nào đi nữa, cuối cùng cũng không thể thay đổi được cục diện, tôi biết rõ rằng tình bạn vĩnh cửu trên thế giới này chỉ là hư ảo, lòng người là khó đoán nhất.",Overgeneralization,1
Người thân yêu nhất của bạn không may qua đời.,"Tôi thực sự quá đau khổ, tôi phải làm gì để không đau khổ nữa.",Emotional Reasoning,1
"Bạn đang làm việc xa nhà, đột nhiên có điện thoại gọi đến báo tin cha mẹ bạn qua đời.","Tôi chỉ mới rời nhà vài năm, họ đã qua đời, tôi không thể rời nhà nữa, tôi đi đã mang lại xui xẻo cho gia đình, tất cả là do tôi đã hại họ.",Overgeneralization,1
"Công ty cũ của bạn hoạt động không tốt và phá sản, nên bạn đã thất nghiệp nửa năm rồi.","Tuy tôi tạm thời không tìm được việc làm, nhưng tôi không ngừng học hỏi, đau khổ cũng là một sự rèn luyện.",Non-distorted,0
"Bạn cố gắng học tập, ban đầu kỳ vọng sẽ đạt điểm cao, nhưng bạn chỉ vừa đủ điểm đỗ.","Thi cử có lúc lên lúc xuống là chuyện bình thường, không phải mọi việc cố gắng và thành quả đều phải tương xứng, cứ cố gắng hết sức là được.",Non-distorted,0
"Chú chó nhỏ bạn nuôi dưỡng cẩn thận đã qua đời, bạn cảm thấy vô cùng đau buồn.","Chú chó đã trải qua bao nhiêu gian khổ cùng tôi, làm cho tôi bao nhiêu việc, tích lũy bao nhiêu đức.",Non-distorted,0
"Đi trên đường, một con chó hoang xông ra cắn bạn.","Ngay cả chó hoang ven đường cũng có thể đến bắt nạt tôi, tôi đúng là một kẻ xui xẻo!",Labeling and Mislabeling,1
"Chồng bạn bày tỏ sự không hài lòng, nói rằng bạn cả ngày không làm gì cả, chỉ dựa vào anh ấy nuôi.","Nếu anh ta không hiểu tôi và không quan tâm đến tôi như vậy, thì ly hôn đi, một mình tôi vẫn sống tốt.",Non-distorted,0
"Bạn cùng phòng của bạn đi học rất sớm mỗi ngày, bạn cảm thấy rất áp lực.","Anh ấy đi học sớm mỗi ngày là vì ghét tôi, anh ấy chắc chắn rất coi thường tôi ở trong ký túc xá, nghĩ tôi là đồ vô dụng.",Mind Reading,1
Gần đây bạn và bạn cùng phòng thường xuyên xảy ra mâu thuẫn.,"Cô ấy quá hung hăng và hay soi mói, theo tôi thì ở chung là một sai lầm, bạn cùng phòng hoàn toàn không thể hòa hợp.",Overgeneralization,1
"Đầu tư thất bại, mất hết tiền tiết kiệm.","Việc cấp bách trước mắt là tôi nên tổng kết lại để hiểu rõ nguyên nhân thất bại của mình, để tránh mắc lỗi lần nữa.",Non-distorted,0
"Bạn là con út trong nhà, bạn cảm thấy mình bị bố mẹ bỏ bê.","Thường xuyên cảm thấy, nếu tôi là con trai, họ chắc chắn sẽ vui mừng khôn xiết, tìm mọi cách để cưng chiều tôi.",Personalization,1
"Hôm nay bị giáo viên giao một nhiệm vụ đột xuất, cấp bách và cực kỳ thử thách.","Tôi không muốn nhận nhiệm vụ này chút nào, đây đơn giản là một thí nghiệm mượn dao giết người, ông ta chỉ muốn dùng thí nghiệm này để chế nhạo tôi.",Emotional Reasoning,1
"Đi xếp hàng mua bánh ở tiệm bánh, chiếc bánh mình muốn lại vừa bán hết.",Mỗi lần muốn ăn món gì đặc biệt là đến lượt mình chắc chắn không còn.,Emotional Reasoning,1
"Bạn đang nói chuyện với ai đó thì điện thoại của người đó đổ chuông, nhưng anh ta không nghe máy.","Có lẽ anh ấy đang trong trạng thái cảm xúc kích động, tôi có thể hiểu cho anh ấy. Có lẽ anh ấy nghĩ giao tiếp với tôi quan trọng hơn, nên mới không nghe điện thoại.",Non-distorted,0
"Bạn nghĩ mình chắc chắn sẽ có học bổng, nhưng không may học bổng bị mất.","Học bổng được trao cho những sinh viên có quan hệ tốt với lãnh đạo, nên tôi mới không có.",Fortune-telling,1
"Gần đây bạn bị gãy xương, mỗi lần đều phải có bạn bè đưa bạn xuống lầu, đưa bạn đi học.","Việc tôi cần làm là đi học, đạt điểm tốt, không gì khác, tất cả đều là địa ngục chết tiệt, tôi không muốn làm vậy nữa.",All-or-Nothing Thinking,1
"Bạn có một người bạn quen hai năm, nhưng gần đây vài tuần anh ấy không liên lạc với bạn.","Không chỉ tình bạn, tất cả các mối quan hệ trên đời đều không bền lâu.",Overgeneralization,1
"Bạn cảm thấy bạn cùng phòng có vẻ thân thiết mỗi ngày, nhưng bạn không thể hòa nhập.","Tôi còn không thể xử lý mối quan hệ với bạn cùng phòng, giao tiếp xã hội thực sự đáng sợ, tôi sẽ không bao giờ giao tiếp xã hội nữa.",Emotional Reasoning,1
"Bố mẹ luôn so sánh bạn với những đứa trẻ khác, bạn cảm thấy rất không vui.","Tôi luôn chìm đắm trong những sự so sánh không ngừng, ngay cả khi tôi làm tốt hơn trước đây, họ vẫn tìm kiếm mục tiêu so sánh mới, tôi luôn không đủ tốt.",Overgeneralization,1
"Chú chó nhỏ bạn nuôi dưỡng cẩn thận đã qua đời, bạn cảm thấy vô cùng đau buồn.","Tôi rất buồn vì chú chó nhỏ, bởi vì nó là sức mạnh duy nhất nâng đỡ cuộc sống của tôi, tôi không cảm nhận được bất kỳ sự ấm áp nào từ người khác.",Overgeneralization,1
"Bạn đang trong quá trình giảm cân, nhưng bạn đã lén ăn một miếng bánh quy, bạn rất hối hận.","Tôi đã vất vả giảm cân một tuần, ăn thêm một chút lại tăng cân trở lại, giảm cân thật khó quá. Tôi không thể thành công được, tôi chắc chắn sẽ quay trở lại điểm xuất phát.",Emotional Reasoning,1
"Là người rất hướng nội, bạn vừa đến một môi trường mới, những người xung quanh đều khá xa lạ.","Tôi cả ngày vùi đầu vào học, nhưng không có kết quả gì, có phải giữa tôi và thành công có một khoảng cách không thể vượt qua? Tôi e rằng tôi sinh ra đã định sẵn là sẽ thất bại hoàn toàn.",Overgeneralization,1
"Gần đây bạn không về nhà qua đêm, bố bạn tìm bạn nói chuyện, giọng nói có vẻ kích động và tức giận.","Bố mắng tôi tôi rất buồn, tôi không biết mình đã làm sai ở đâu, tại sao lại mắng tôi, tôi không muốn về nhà nữa, về nhà là buồn.",Emotional Reasoning,1
"Đột nhiên thức dậy lúc ba giờ sáng, bạn vẫn cảm thấy rất buồn ngủ, công việc ngày mai có thể bị ảnh hưởng.","Công việc bận quá lâu rồi không liên lạc với gia đình, nếu họ chưa ngủ chắc đang trách tôi đã bỏ bê họ.",Mind Reading,1
"Bạn là con út trong nhà, bạn cảm thấy mình bị bố mẹ bỏ bê.","Bố mẹ họ rõ ràng là thiên vị anh chị, họ chỉ quan tâm đến con lớn, chỉ yêu thương những đứa con lớn của họ, chưa bao giờ dành cho tôi một chút tình yêu nào.",Mind Reading,1
"Gần đây bạn có thai, cảm thấy rất khó chịu.","Mang thai thật đáng sợ, tôi sẽ không bao giờ mang thai nữa.",Non-distorted,0
"Bạn vất vả làm việc nhà, bố mẹ không nhìn thấy.","Thật phiền phức, tất cả bố mẹ trên đời đều như vậy, con cái làm việc là điều hiển nhiên, rồi lại không nhìn thấy.",Overgeneralization,1
"Bố thường lấy cớ công việc bận rộn để ở lại trường đại học làm việc, ngay cả cuối tuần cũng không thường về nhà.","Anh ta là người lạnh lùng và tàn nhẫn nhất trên đời, lòng dạ sắt đá, ngay cả gia đình cũng không quan tâm, thực sự không có ai mà anh ta quan tâm.",Labeling and Mislabeling,1
