Num,场景,思维,标签
2126,很内向的人，你刚到了一个新环境，周围的人都比较陌生。,我这么内向，还换到了一个新环境过孤独的生活，我真是不幸的人,乱贴标签
2127,为了让他成绩提高，给这个孩子辅导了一段时间，考了77分，你依旧对这个成绩不满意,如果孩子没有个好成绩，那他就没有一个光明的未来了，这可怎么办呢,非黑即白
2128,你正在减肥中，但是你自己偷偷吃掉了一块饼干，你十分懊悔。,我控制不了我的食欲，我根本没有意志力。,非黑即白
2129,上级将远超于你的工作量分配给了你，你感觉太累了。,这群资本家一点人性都没有，布置工作的时候只顾着公司赚钱，不在乎我们这些员工干不干的完,过度泛化
2130,你正在减肥中，但是你自己偷偷吃掉了一块饼干，你十分懊悔。,连减肥都失败了，我觉得我一无是处。抑郁真是让我无法成就任何事情。,非黑即白
2131,你发现自己的朋友好像都慢慢找到了伴侣，但你还是一个人。,从小到大我都没谈过恋爱，我觉得我这辈子都不可能摊上恋爱了,过度泛化
2132,突然你走在外面，发现自己衣服反了。,好尴尬，不知道有没有被人注意到，赶紧找个地方换一下,非扭曲
2133,丈夫觉得妻子每周买衣服太浪费，妻子觉得丈夫给老家人的钱太多了,没有衣服我还怎么见人啊！别的女人穿的那么光鲜亮丽，我要是不穿好一点，没人理我的,非黑即白
2134,你主动打招呼，新同学也爱理不理地敷衍一下。,他没事吧？有什么必要搞成这样吗？他好像有那个大病，好家伙，这一天好心情，飞飞咯~,非扭曲
2135,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,没有人关心我，他们都是坏人，我要找妈妈?_?,读心术
2136,年迈的父母与你在育儿想法上发生了冲突。,我现在和我的父母吵，将来我的孩子肯定也会和我吵，我的晚年将得不到幸福。,算命
2137,你和朋友每天一起吃饭，突然有一天她没来找你吃饭,她没来找我吃饭肯定是她不和我好了，她一定一会就要和我说绝交了！,算命
2138,你觉得自己肯定是有奖学金的，但很不幸因奖学金落空了。,预计中的奖学金落空了，那么我努力学习的原因究竟是什么呢？,情绪化推理
2139,你和朋友每天一起吃饭，突然有一天她没来找你吃饭,她有可能是临时有事情所以来不了了吧。,非扭曲
2140,你买了两个硬盘，都是坏的,怎么这硬盘是坏的啊，真的是我每次买东西都一定会买到一些坏东西,情绪化推理
2141,说好一起出去玩，你却被放了鸽子。,她这么做就是为了看我笑话吧,读心术
2142,天气预报说明天是一个大晴天。你出去后却在下雨。,我不再相信人了。 我的火花没了。 而且，我越想，我就越觉得自己愚蠢,情绪化推理
2143,走在路上，一只流浪狗冲过来咬了你。,这条流浪狗怎么这么眼熟，我记得好像是隔壁老王之前养的，我知道了，肯定是因为我欠老王钱，他特意报复我的。,读心术
2144,女儿最近晚上出去，夜不归宿，也没有和你打电话。,孩子晚上没回来，她对我有意见了，她不愿意回来见我。,读心术
2145,突然你走在外面，发现自己衣服反了。,哈哈哈哈，看来我出门太着急啦，把衣服都穿反了，快去找个地方换回来哈哈哈哈。,非扭曲
2146,自己忘带了自己的作业，老师罚你去后面听课。,忘带东西都是因为我这段时间学习态度太不端正，我状态太差所以才会犯这种错误,个人化归责
2147,你最近夜不归宿，父亲找你谈话，言语中有些激动与愤怒。,他根本就不想让我回来，这个家里早就没有我的容身之地了。,读心术
2148,最近你感觉有时候站起来就头晕，感觉头重脚轻那种,别人都能健健康康的，为什么我是这种衰神体质。,个人化归责
2149,同学们都出去了，你一个人待在教室，感到自己有些孤独。,为什么他们都不和我一起，一定是因为我哪里做得不好,个人化归责
2150,说好一起出去玩，你却被放了鸽子。,我竟然被放鸽子了，马上找其他伙伴，没了他地球还不转了。不能因为他影响我的心情，我画了这么长时间的妆，今天必须去。,非扭曲
2151,你最近感觉学习有点艰难，论文写得你很头疼，老师因为论文已经找你好几次了,老师常常找我，虽然有点烦，但我知道他是在鞭策我。我要尽快完成我的论文。,非扭曲
2152,我的成绩不进步，父亲一看我就拉下脸来不理我。,他总是因为成绩生气，我就是一个给他考试的机器。,情绪化推理
2153,你和朋友每天一起吃饭，突然有一天她没来找你吃饭。,她今天没有跟我一起吃饭，是不是她今天有什么事情啊，就一天罢了，明天再找她吃饭吧，也不差这一天。,非扭曲
2154,你想办一场盛大的结婚典礼，但是发现自己没有钱支付不起彩礼钱。,先找同学借一下吧，婚礼总是要有的,非扭曲
2155,父母总把你和其他孩子作对比，你感到很不开心。,有什么好比的啊？他们是嫌弃我，一直通过比较在暗示我吧。他们肯定觉得我不如别人家的孩子。,非扭曲
2156,跟朋友吵架了。,这个世上没有人能理解我了，人与人之间永远不可能心意相通。,过度泛化
2157,你管教孩子时，孩子们开始顶嘴，表达自己的意见，甚至公然反对你。,孩子们都讨厌我，他们一定在告诉所有人我是个失败的母亲。,读心术
2158,眼睛有干眼症症状，医生让你不要接触电子屏幕，你十分懊恼。,正好这段时间朋友给我推荐了几本书，自从科技普及，我也逐渐沉迷网络了。借这个机会，好好读几本书，多出门感受自然，重新回到那个静得下心，沉得住气的感觉里去。,非扭曲
2159,你和室友最近经常发生矛盾。,和室友矛盾这么多，我没做好一个室友的责任。,个人化归责
2160,你和最要好的朋友发生了争执，你们互不相让，表示要绝交。,离开他我感觉世界都要崩塌了，不会再有懂我的人了,过度泛化
2161,你住的公寓，突然爆雷，你无家可归了。,我还是回老家吧，大城市的快节奏生活压力我承受不了，我终究走不出我本来的城市，这就是证据,算命
2162,你看到别人周末一起出去玩，却没有人叫你出去玩。,他们出去玩竟然不叫上我，我非得问问他们，马上微信轰炸他们。,读心术
2163,我的成绩不进步，父亲一看我就拉下脸来不理我。,其实我心里都知道，他们后悔生我，生我给他们丢脸了，生出我这种废物对不起我家的列祖列宗,读心术
2164,你做了一笔投资，花掉了自己的一部分资金，投资失败。,我就是个失败的投资人，花了这么多钱，结果什么也得不到。,乱贴标签
2165,你发现你辛辛苦苦做的PPT，自己没有保存下来。,完了完了，用心准备的PPT一下子没了，这次答辩要凉，我一学期的努力啊都毁于一旦,非黑即白
2166,你爱人前段时候意外去世了。,你这么走了，孩子成了单亲小孩，没了爸爸，他肯定会变得孤僻、古怪，其他小朋友会孤立他，嘲笑他，到时候也没人站出来保护他了。,乱贴标签
2167,你有一个朋友相处两年，现在最近几周并没有和你联系。,我饱受思念之情的煎熬,非扭曲
2168,你一直以来的状态和家人联系比较少，只发发短信,也是，都是我从小就不招人喜欢，也不懂得和父母相处，才让我们的关系变成现在这样。,个人化归责
2169,我最近因为疫情，你的蛋糕店经营不是很好。,由于疫情的影响，我预见到蛋糕店经营会遇到挑战。,非扭曲
2170,你精心饲养的小狗去世了，你感到非常伤心难过。,狗子啊，一路走好吧，咱们俩这么多年相依为命，你也算是寿终正寝了，一路走好,非扭曲
2171,最近工作很忙，你的孩子疏于照顾，你感觉缺少了对孩子的陪伴。,我连孩子都陪伴不了，我以后只会是一个孤家寡人。,过度泛化
2172,你管教孩子时，孩子们开始顶嘴，表达自己的意见，甚至公然反对你。,真好啊，真棒，孩子们开始有自己的想法了。他们长大了。,非扭曲
2173,你辛辛苦苦做了家务，父母没有看见,他们这是故意当看不见的吧，肯定是在嫌弃我做的不好,读心术
2174,父母总把你和其他孩子作对比，你感到很不开心。,我和他们分享我的思想，让他们理解我。,非扭曲
2175,妈妈和我讨论未来计划，妈妈和我提了很多规划，表示了她对现状的担忧，但有些规划我不太认可。,我的状态也影响到了我的妈妈，虽然她什么也没说，心里指定特别看不起我。,读心术
2176,你最近食欲不振啊，吃不下什么东西，感觉胃口很差。,总是麻烦周围的人为我担心，都怪我让大家气氛都沉寂了,个人化归责
2177,走在路上，一只流浪狗冲过来咬了你。,狗狗只咬我，我做了什么让它不满，我真是服了自己，净会找事,个人化归责
2178,周末在学校外戴耳钉被班主任看到,我在老师眼里看肯定就是一个坏学生了。,算命
2179,你并不是一个长得好看的孩子，你感到有些自卑。,我的长相，就像恶魔的嘲笑，这辈子我可能永远都无法拥有幸福了。,乱贴标签
2180,你精心饲养的小狗去世了，你感到非常伤心难过。,我再也不养狗了，小动物在我身边都活不长，我还是适合一个人待着吧。,过度泛化
2181,别人说你脸色不好仿佛别人欠了你的钱,我一直是一个天生悲伤和悲观的人，但现在我只是认为除了悲观主义之外别无其他。,乱贴标签
